Sentence,Sentiment
"43 PM     NEW DELHI: The SIT on black money on Wednesday hailed Finance Minister Arun Jaitley 's budget announcement to limit cash transactions at Rs 3 lakh but said its other recommendation to cap cash holding of an individual at Rs 15 lakh would have been a ""far better"" measure to check corruption.",Neutral
"The Chairman of the Special Investigation Team (SIT) on black money, Justice (retd) M B Shah said in order to check stash funds some ""stern steps"" are needed to be taken but the government also has to go by the advice of economists and others and not alone them.",Neutral
"""It (ban of cash transactions over Rs 3 lakh) was necessary.",Neutral
it is a good decision.,Positive
Such a thing is prevalent in a number of countries and we have said that in our report submitted earlier.,Neutral
We had suggested this an year back and after a long time it has been accepted.,Neutral
"""But, our further suggestion to not permitting the person to hold more than Rs 15 lakh in hand or in their house is something that has not been accepted.",Positive
"If it would have been accepted, it would have been far better (step to combat black money),"" Justice Shah told PTI.",Positive
"He added the cap on cash holding ""would have controlled corruption at least, as corruption is in lakhs or crores of rupees.",Negative
"""When asked if the he was ""not happy"" as the SIT's cash holding recommendation has not found favour with the government, the Chairman of the highpowered panel said there are many concerns that the government has to keep in mind.",Neutral
"Strict steps, however, are required to check the menace of illicit or unaccounted monies, he said.",Neutral
"""It is not a question of being not happy because suggestions are made by us and some may be accepted and some may not be accepted.",Negative
It is their (government's) call.,Neutral
They are also advised by economists and also they are concerned with the politics of it.,Neutral
if you want to control black money then you will have have to take some stern steps.,Negative
"There is no alternative,"" he said.",Neutral
Justice Shah added that the panel has been continuously suggesting antiblack money measures to the government and it will keep doing that.,Neutral
"When asked about demonetisation and its effects on curbing black money, the SIT chief called it a ""good thing.",Positive
"""""It is a very good thing as once (the currency is) demonetised the persons will not be able to hold unaccounted cash and that has its own effect.",Positive
"But some people do mischief in (illegally) converting it, it has come to the notice of the government as the Finance Minister said in his Budget speech,"" he said.",Negative
"Note ban: Government plans twoday blitz to highlight demonetisation gains    Dec 30, 2016, 12.",Neutral
"26 PM     NEW DELHI: PM Narendra Modi will deliver an address to the nation on Saturday which will list out measures like widening of the tax base and creation of a cleaner economy which will inhibit generation of black money, besides promising relief to common people, farmers and small traders.",Negative
"He is also likely to spell out a postdemonetisation roadmap as the 50day deadline for depositing scrapped Rs 500 and Rs 1,000 notes ends on Friday.",Neutral
"The address, to be broadcast live, is expected to reassure the nation that the demonetisation decision is working and will be preceded by a town hall meeting at Talkatora Stadium in Delhi on Friday evening.",Neutral
There is a possibility that some announcements might be made to coincide with the deadline to deposit old currency ending.,Neutral
"At Friday's event, organised by the IT ministry, the PM is likely to announce the winners of Lucky Grahak Yojana, the scheme launched by the government to incentivise digital payments to make a India cashless economy.",Positive
The PM may also declare Tihar Jail as adigitallyenabled institution.,Neutral
"BJP sources said the PM's announcements could focus on measures to continue the crackdown on black money to ensure the ""gains"" of demonetisation are not lost with the reemergence of illegal funds.",Negative
"""The PM is likely to focus on the need to curb the currencydriven 'parallel economy',"" said a senior BJP functionary.",Neutral
He said the PM could emphasise on continuity of the reform process and the party expects him to reassure sections of the poor who are affected by reduced cash supply.,Negative
"""He can be expected to keep in mind the interest of honest taxpayers but containing cash flows and promoting digital payments are important themes,"" said the source.",Positive
"Though the cap of Rs 2,500 on ATM withdrawals and Rs 24,000 per week through bank counters might be relaxed soon, sources said the PM will reiterate that the dishonest will not escape surveillance.",Negative
Modi has been countering the opposition charge that demonetisation has failed to root out black money or that BJP members were tipped off almost on a daily basis.,Negative
The opposition parties have launched a massive campaign against the government alleging that the move has pushed the country's economy 20 years back.,Neutral
BJP's confidence levels seem to be rising as leaders say demonetisation will be a poll issue in five states early next year.,Neutral
